cantonId,cantonLabel,municipalityId,municipalityLabel
Q12738,Canton of Neuchâtel,Q68540,Les Planchettes
Q12738,Canton of Neuchâtel,Q68617,Les Ponts-de-Martel
Q12738,Canton of Neuchâtel,Q69807,Les Verrières
Q11972,Canton of Aargau,Q66718,Leuggern
Q834,Canton of Valais,Q69590,Leuk
Q834,Canton of Valais,Q69436,Leukerbad
Q11972,Canton of Aargau,Q65595,Leutwil
Q11911,Canton of Berne,Q67376,Leuzigen
Q12771,Canton of Vaud,Q69610,Leysin
Q834,Canton of Valais,Q68849,Leytron
Q12746,Canton of St. Gallen,Q69274,Lichtensteig
Q834,Canton of Valais,Q68899,Liddes
Q12146,Canton of Basel-Landschaft,Q65060,Liedertswil
Q12146,Canton of Basel-Landschaft,Q67265,Liesberg
Q12146,Canton of Basel-Landschaft,Q68972,Liestal
Q11911,Canton of Berne,Q69495,Ligerz
Q12771,Canton of Vaud,Q70503,Lignerolle
Q12738,Canton of Neuchâtel,Q68706,Lignières
Q11943,Canton of Zürich,Q65759,Lindau
Q11911,Canton of Berne,Q67608,Linden
Q12724,Canton of Ticino,Q67989,Linescio
Q12724,Canton of Ticino,Q11935,Locarno
Q12697,Canton of Schaffhausen,Q69629,Lohn
Q11929,Canton of Solothurn,Q67006,Lohn-Ammannsegg
Q12697,Canton of Schaffhausen,Q66373,Löhningen
Q12713,Canton of Thurgau,Q65014,Lommis
Q11929,Canton of Solothurn,Q66971,Lommiswil
Q12771,Canton of Vaud,Q68068,Lonay
Q12771,Canton of Vaud,Q70257,Longirod
Q12724,Canton of Ticino,Q67116,Losone
Q11925,Canton of the Grisons,Q65115,Lostallo
Q11929,Canton of Solothurn,Q65421,Lostorf
Q11911,Canton of Berne,Q66846,Lotzwil
Q12771,Canton of Vaud,Q68754,Lovatens
Q11911,Canton of Berne,Q67591,Loveresse
Q12771,Canton of Vaud,Q70110,Lucens
Q12121,Canton of Lucerne,Q4191,Lucerne
Q11943,Canton of Zürich,Q67912,Lufingen
Q12724,Canton of Ticino,Q7024,Lugano
Q12771,Canton of Vaud,Q68690,Luins
Q12640,Canton of Fribourg,Q70493,Lully
Q12771,Canton of Vaud,Q68930,Lully
Q12724,Canton of Ticino,Q67670,Lumino
Q11925,Canton of the Grisons,Q1877273,Lumnezia
Q12573,Canton of Obwalden,Q64292,Lungern
Q11972,Canton of Aargau,Q65336,Lupfig
Q12146,Canton of Basel-Landschaft,Q66506,Lupsingen
Q11911,Canton of Berne,Q69491,Lüscherz
Q12771,Canton of Vaud,Q70586,Lussery-Villars
Q11929,Canton of Solothurn,Q1686296,Lüsslingen-Nennigkofen
Q12771,Canton of Vaud,Q68737,Lussy-sur-Morges
Q11929,Canton of Solothurn,Q66839,Luterbach
Q11929,Canton of Solothurn,Q67931,Lüterkofen-Ichertswil
Q12121,Canton of Lucerne,Q14605,Luthern
Q12746,Canton of St. Gallen,Q66857,Lütisburg
Q12771,Canton of Vaud,Q69697,Lutry
Q11911,Canton of Berne,Q66017,Lütschental
Q11911,Canton of Berne,Q67826,Lützelflüh
Q12079,Canton of Appenzell Ausserrhoden,Q67178,Lutzenberg
Q11925,Canton of the Grisons,Q65296,Luzein
Q11911,Canton of Berne,Q69512,Lyss
Q11911,Canton of Berne,Q67593,Lyssach
Q11911,Canton of Berne,Q67628,Madiswil
Q11925,Canton of the Grisons,Q66638,Madulain
Q11972,Canton of Aargau,Q66567,Magden
Q11972,Canton of Aargau,Q64551,Mägenwil
Q12724,Canton of Ticino,Q67996,Maggia
Q12724,Canton of Ticino,Q70159,Magliaso
Q11925,Canton of the Grisons,Q64178,Maienfeld
Q12146,Canton of Basel-Landschaft,Q66323,Maisprach
Q11925,Canton of the Grisons,Q69053,Malans
Q12121,Canton of Lucerne,Q14572,Malters
Q12713,Canton of Thurgau,Q69956,Mammern
Q11972,Canton of Aargau,Q66074,Mandach
Q11943,Canton of Zürich,Q64627,Männedorf
Q12724,Canton of Ticino,Q67876,Manno
Q12771,Canton of Vaud,Q68640,Maracon
Q12746,Canton of St. Gallen,Q67900,Marbach
Q12771,Canton of Vaud,Q68647,Marchissy
Q12640,Canton of Fribourg,Q65891,Marly
Q12640,Canton of Fribourg,Q67075,Marsens
Q12713,Canton of Thurgau,Q64992,Märstetten
Q11943,Canton of Zürich,Q67213,Marthalen
Q834,Canton of Valais,Q68956,Martigny
Q834,Canton of Valais,Q68871,Martigny-Combe
Q11943,Canton of Zürich,Q64977,Maschwanden
Q11925,Canton of the Grisons,Q64916,Masein
Q12724,Canton of Ticino,Q67055,Massagno
Q834,Canton of Valais,Q70184,Massongex
Q12640,Canton of Fribourg,Q70427,Massonnens
Q12771,Canton of Vaud,Q68752,Mathod
Q12640,Canton of Fribourg,Q66419,Matran
Q11911,Canton of Berne,Q65757,Matten bei Interlaken
Q11911,Canton of Berne,Q67839,Mattstetten
Q11929,Canton of Solothurn,Q66352,Matzendorf
Q12713,Canton of Thurgau,Q64994,Matzingen
Q12771,Canton of Vaud,Q70580,Mauborget
Q12121,Canton of Lucerne,Q7136,Mauensee
Q11943,Canton of Zürich,Q64857,Maur
Q12771,Canton of Vaud,Q70572,Mauraz
Q11925,Canton of the Grisons,Q64925,Medel
Q12121,Canton of Lucerne,Q14573,Meggen
Q11911,Canton of Berne,Q67422,Meienried
Q12121,Canton of Lucerne,Q14574,Meierskappel
Q11911,Canton of Berne,Q67294,Meikirch
Q11943,Canton of Zürich,Q68261,Meilen
Q11917,Canton of Geneva,Q69845,Meinier
Q11911,Canton of Berne,Q69914,Meinisberg
Q11911,Canton of Berne,Q64123,Meiringen
Q11972,Canton of Aargau,Q65316,Meisterschwanden
Q11911,Canton of Berne,Q66879,Melchnau
Q12724,Canton of Ticino,Q69981,Melide
Q11972,Canton of Aargau,Q66047,Mellikon
Q11972,Canton of Aargau,Q64216,Mellingen
Q12746,Canton of St. Gallen,Q67027,Mels
Q11929,Canton of Solothurn,Q66357,Meltingen
Q12724,Canton of Ticino,Q69041,Mendrisio
Q12640,Canton of Fribourg,Q68709,Ménières
Q11972,Canton of Aargau,Q65309,Menziken
Q11933,Canton of Zug,Q66050,Menzingen
Q12121,Canton of Lucerne,Q14607,Menznau
Q11972,Canton of Aargau,Q64755,Merenschwand
Q12724,Canton of Ticino,Q68772,Mergoscia
Q12697,Canton of Schaffhausen,Q69649,Merishausen
Q12755,Canton of Jura,Q68509,Mervelier
Q11911,Canton of Berne,Q70293,Merzligen
Q11925,Canton of the Grisons,Q64617,Mesocco
Q11929,Canton of Solothurn,Q67215,Messen
Q11972,Canton of Aargau,Q70606,Mettauertal
Q12755,Canton of Jura,Q68017,Mettembert
Q11943,Canton of Zürich,Q65547,Mettmenstetten
Q11929,Canton of Solothurn,Q70025,Metzerlen-Mariastein
Q12771,Canton of Vaud,Q70655,Mex
Q12640,Canton of Fribourg,Q68662,Meyriez
Q11917,Canton of Geneva,Q68230,Meyrin
Q12640,Canton of Fribourg,Q70637,Mézières
Q12724,Canton of Ticino,Q70124,Mezzovico-Vira
Q12771,Canton of Vaud,Q69329,Mies
Q12738,Canton of Neuchâtel,Q251727,Milvignes
Q12724,Canton of Ticino,Q69065,Minusio
Q11911,Canton of Berne,Q67621,Mirchel
Q12640,Canton of Fribourg,Q67326,Misery-Courtion
Q12771,Canton of Vaud,Q70679,Missy
Q12724,Canton of Ticino,Q362761,Moghegno
Q11972,Canton of Aargau,Q69126,Möhlin
Q12771,Canton of Vaud,Q68758,Moiry
Q12771,Canton of Vaud,Q70553,Mollens
Q12771,Canton of Vaud,Q70568,Molondin
Q11943,Canton of Zürich,Q66747,Mönchaltorf
Q12771,Canton of Vaud,Q70547,Mont-la-Ville
Q834,Canton of Valais,Q70704,Mont-Noble
Q12771,Canton of Vaud,Q68762,Mont-sur-Rolle
Q11911,Canton of Berne,Q66431,Mont-Tramelan
Q12640,Canton of Fribourg,Q19843359,Mont-Vully
Q12640,Canton of Fribourg,Q67683,Montagny
Q12771,Canton of Vaud,Q68669,Montagny-près-Yverdon
Q12771,Canton of Vaud,Q585496,Montanaire
Q12771,Canton of Vaud,Q68653,Montcherand
Q12724,Canton of Ticino,Q70075,Monte Carasso
Q12724,Canton of Ticino,Q70633,Monteceneri
Q12640,Canton of Fribourg,Q70397,Montet
Q12640,Canton of Fribourg,Q1946507,Montévraz
Q12755,Canton of Jura,Q68081,Montfaucon
Q12755,Canton of Jura,Q689869,Montfavergier
Q11972,Canton of Aargau,Q66817,Mönthal
Q834,Canton of Valais,Q64051,Monthey
Q12771,Canton of Vaud,Q70731,Montilliez
Q12755,Canton of Jura,Q668226,Montmelon
Q12771,Canton of Vaud,Q70617,Montpreveyres
Q12771,Canton of Vaud,Q69354,Montreux
Q12771,Canton of Vaud,Q68626,Montricher
Q11972,Canton of Aargau,Q64398,Moosleerau
Q11911,Canton of Berne,Q67552,Moosseedorf
Q12724,Canton of Ticino,Q70143,Morbio Inferiore
Q12724,Canton of Ticino,Q668726,Morbio Superiore
Q12724,Canton of Ticino,Q68224,Morcote
Q834,Canton of Valais,Q70643,Mörel-Filet
Q12771,Canton of Vaud,Q69401,Morges
Q11911,Canton of Berne,Q69467,Mörigen
Q11972,Canton of Aargau,Q65227,Möriken-Wildegg
Q12640,Canton of Fribourg,Q1948213,Morlens
Q12640,Canton of Fribourg,Q67081,Morlon
Q12771,Canton of Vaud,Q68940,Morrens
Q12433,Canton of Schwyz,Q67050,Morschach
Q12746,Canton of St. Gallen,Q66334,Mörschwil
Q12746,Canton of St. Gallen,Q65775,Mosnang
Q12771,Canton of Vaud,Q70202,Moudon
Q12755,Canton of Jura,Q67157,Moutier
Q12755,Canton of Jura,Q68511,Movelier
Q12724,Canton of Ticino,Q287585,Muggio
Q11972,Canton of Aargau,Q64985,Muhen
Q11972,Canton of Aargau,Q64516,Mühlau
Q11911,Canton of Berne,Q67278,Mühleberg
Q12713,Canton of Thurgau,Q65471,Müllheim
Q11972,Canton of Aargau,Q65325,Mülligen
Q11929,Canton of Solothurn,Q65071,Mümliswil-Ramiswil
Q11972,Canton of Aargau,Q66293,Mumpf
Q11911,Canton of Berne,Q69071,Münchenbuchsee
Q12146,Canton of Basel-Landschaft,Q69030,Münchenstein
Q11911,Canton of Berne,Q659790,Münchenwiler
Q11972,Canton of Aargau,Q70379,Münchwilen
Q12713,Canton of Thurgau,Q69704,Münchwilen
Q11925,Canton of the Grisons,Q70669,Mundaun
Q11911,Canton of Berne,Q69783,Münsingen
Q834,Canton of Valais,Q69632,Münster-Geschinen
Q12713,Canton of Thurgau,Q69233,Münsterlingen
Q12640,Canton of Fribourg,Q68665,Muntelier
Q11925,Canton of the Grisons,Q99519699,Muntogna da Schons
Q11911,Canton of Berne,Q69945,Müntschemier
Q12746,Canton of St. Gallen,Q67044,Muolen
Q12433,Canton of Schwyz,Q66069,Muotathal
Q12724,Canton of Ticino,Q69961,Muralto
Q11972,Canton of Aargau,Q64478,Murgenthal
Q11972,Canton of Aargau,Q69011,Muri
Q11911,Canton of Berne,Q69765,Muri bei Bern
Q12755,Canton of Jura,Q68506,Muriaux
Q12640,Canton of Fribourg,Q68283,Murten
Q12771,Canton of Vaud,Q68925,Mutrux
Q12146,Canton of Basel-Landschaft,Q66191,Muttenz
Q12724,Canton of Ticino,Q68796,Muzzano
Q834,Canton of Valais,Q67040,Naters
Q12121,Canton of Lucerne,Q14610,Nebikon
Q12746,Canton of St. Gallen,Q68864,Neckertal
Q11943,Canton of Zürich,Q68395,Neerach
Q11943,Canton of Zürich,Q65040,Neftenbach
Q12724,Canton of Ticino,Q70038,Neggio
Q834,Canton of Valais,Q69540,Nendaz
Q12146,Canton of Basel-Landschaft,Q66401,Nenzlingen
Q12746,Canton of St. Gallen,Q70720,Nesslau
Q12738,Canton of Neuchâtel,Q69345,Neuchâtel
Q11929,Canton of Solothurn,Q66772,Neuendorf
Q11911,Canton of Berne,Q66125,Neuenegg
Q11972,Canton of Aargau,Q64461,Neuenhof
Q12121,Canton of Lucerne,Q7128,Neuenkirch
Q12697,Canton of Schaffhausen,Q69372,Neuhausen am Rheinfall
Q11933,Canton of Zug,Q65986,Neuheim
Q12713,Canton of Thurgau,Q65020,Neunforn
Q12697,Canton of Schaffhausen,Q67114,Neunkirch
Q12640,Canton of Fribourg,Q66466,Neyruz
Q11911,Canton of Berne,Q13209,Nidau
Q11911,Canton of Berne,Q69168,Niederbipp
Q11929,Canton of Solothurn,Q65609,Niederbuchsiten
Q12746,Canton of St. Gallen,Q66266,Niederbüren
Q12146,Canton of Basel-Landschaft,Q64710,Niederdorf
Q834,Canton of Valais,Q70161,Niedergesteln
Q11943,Canton of Zürich,Q67920,Niederglatt
Q11929,Canton of Solothurn,Q65009,Niedergösgen
Q11943,Canton of Zürich,Q67042,Niederhasli
Q12746,Canton of St. Gallen,Q66714,Niederhelfenschwil
Q11911,Canton of Berne,Q67657,Niederhünigen
Q11972,Canton of Aargau,Q64732,Niederlenz
Q11911,Canton of Berne,Q66148,Niedermuhlern
Q11911,Canton of Berne,Q67785,Niederönz
Q11911,Canton of Berne,Q66134,Niederried bei Interlaken
Q11911,Canton of Berne,Q67367,Niederried bei Kallnach
Q11972,Canton of Aargau,Q64465,Niederrohrdorf
Q834,Canton of Valais,Q70357,Niederwald
Q11943,Canton of Zürich,Q66411,Niederweningen
Q11972,Canton of Aargau,Q65660,Niederwil
Q834,Canton of Valais,Q99519702,Noble-Contrée
Q11911,Canton of Berne,Q67468,Nods
Q12121,Canton of Lucerne,Q7131,Nottwil
Q12771,Canton of Vaud,Q70649,Novalles
Q12724,Canton of Ticino,Q67743,Novazzano
Q12771,Canton of Vaud,Q70005,Noville
Q11929,Canton of Solothurn,Q70061,Nuglar-St. Pantaleon
Q11929,Canton of Solothurn,Q64697,Nunningen
Q11943,Canton of Zürich,Q67898,Nürensdorf
Q12146,Canton of Basel-Landschaft,Q66545,Nusshof
Q12640,Canton of Fribourg,Q70323,Nuvilly
Q12771,Canton of Vaud,Q64027,Nyon
Q11933,Canton of Zug,Q65017,Oberägeri
Q11911,Canton of Berne,Q65883,Oberbalm
Q11911,Canton of Berne,Q70271,Oberbipp
Q11929,Canton of Solothurn,Q67008,Oberbuchsiten
Q12746,Canton of St. Gallen,Q66670,Oberbüren
Q11911,Canton of Berne,Q67860,Oberburg
Q11911,Canton of Berne,Q67582,Oberdiessbach
Q12146,Canton of Basel-Landschaft,Q64821,Oberdorf
Q12592,Canton of Nidwalden,Q67154,Oberdorf
Q11929,Canton of Solothurn,Q70237,Oberdorf
Q12094,Canton of Appenzell Innerrhoden,Q69407,Oberegg
Q11972,Canton of Aargau,Q689556,Oberehrendingen
Q11943,Canton of Zürich,Q65512,Oberembrach
Q834,Canton of Valais,Q67254,Oberems
Q11943,Canton of Zürich,Q69963,Oberengstringen
Q11972,Canton of Aargau,Q64990,Oberentfelden
Q11929,Canton of Solothurn,Q66136,Obergerlafingen
Q11943,Canton of Zürich,Q70022,Oberglatt
Q834,Canton of Valais,Q70614,Obergoms
Q11929,Canton of Solothurn,Q65849,Obergösgen
Q12697,Canton of Schaffhausen,Q66648,Oberhallau
Q12746,Canton of St. Gallen,Q66958,Oberhelfenschwil
Q11972,Canton of Aargau,Q66996,Oberhof
Q11911,Canton of Berne,Q66611,Oberhofen am Thunersee
Q11911,Canton of Berne,Q67805,Oberhünigen
Q12433,Canton of Schwyz,Q66552,Oberiberg
Q12121,Canton of Lucerne,Q7135,Oberkirch
Q11972,Canton of Aargau,Q65426,Oberkulm
Q11911,Canton of Berne,Q65481,Oberlangenegg
Q11972,Canton of Aargau,Q64245,Oberlunkhofen
Q11972,Canton of Aargau,Q66287,Obermumpf
Q11911,Canton of Berne,Q66000,Oberried am Brienzersee
Q11943,Canton of Zürich,Q65528,Oberrieden
Q12746,Canton of St. Gallen,Q65263,Oberriet
Q11972,Canton of Aargau,Q64496,Oberrohrdorf
Q11972,Canton of Aargau,Q64771,Oberrüti
Q11925,Canton of the Grisons,Q21051027,Obersaxen Mundaun
Q11972,Canton of Aargau,Q64541,Obersiggenthal
Q11911,Canton of Berne,Q67503,Oberthal
Q12746,Canton of St. Gallen,Q66557,Oberuzwil
Q11943,Canton of Zürich,Q70264,Oberweningen
Q12146,Canton of Basel-Landschaft,Q69724,Oberwil
Q11911,Canton of Berne,Q67558,Oberwil bei Büren
Q11911,Canton of Berne,Q66778,Oberwil im Simmental
Q11972,Canton of Aargau,Q65646,Oberwil-Lieli
Q11943,Canton of Zürich,Q65942,Obfelden
Q11911,Canton of Berne,Q67857,Ochlenberg
Q11929,Canton of Solothurn,Q66104,Oekingen
Q11929,Canton of Solothurn,Q65846,Oensingen
Q11911,Canton of Berne,Q67770,Oeschenbach
Q11972,Canton of Aargau,Q70085,Oeschgen
Q11943,Canton of Zürich,Q67354,Oetwil am See
Q11943,Canton of Zürich,Q66414,Oetwil an der Limmat
Q11972,Canton of Aargau,Q68220,Oftringen
Q12771,Canton of Vaud,Q68908,Ogens
Q12771,Canton of Vaud,Q70115,Ollon
Q11972,Canton of Aargau,Q66511,Olsberg
Q11929,Canton of Solothurn,Q68129,Olten
Q12146,Canton of Basel-Landschaft,Q66095,Oltingen
Q11917,Canton of Geneva,Q68240,Onex
Q12771,Canton of Vaud,Q70588,Onnens
Q12724,Canton of Ticino,Q67664,Onsernone
Q11943,Canton of Zürich,Q64224,Opfikon
Q12771,Canton of Vaud,Q70663,Oppens
Q11911,Canton of Berne,Q67659,Oppligen
Q12771,Canton of Vaud,Q68213,Orbe
Q12771,Canton of Vaud,Q70561,Orges
Q12724,Canton of Ticino,Q70334,Origlio
Q12146,Canton of Basel-Landschaft,Q67918,Ormalingen
Q12771,Canton of Vaud,Q70227,Ormont-Dessous
Q12771,Canton of Vaud,Q70082,Ormont-Dessus
Q12771,Canton of Vaud,Q68917,Orny
Q12771,Canton of Vaud,Q70734,Oron
Q11911,Canton of Berne,Q69227,Orpund
Q12724,Canton of Ticino,Q68813,Orselina
Q834,Canton of Valais,Q70206,Orsières
Q11911,Canton of Berne,Q67016,Orvin
Q12771,Canton of Vaud,Q70667,Orzens
Q11943,Canton of Zürich,Q68393,Ossingen
Q11911,Canton of Berne,Q69682,Ostermundigen
Q11943,Canton of Zürich,Q66156,Otelfingen
Q11972,Canton of Aargau,Q65124,Othmarsingen
Q11943,Canton of Zürich,Q67513,Ottenbach
Q12771,Canton of Vaud,Q70651,Oulens-sous-Echallens
Q12771,Canton of Vaud,Q68840,Pailly
Q12724,Canton of Ticino,Q680134,Pambio-Noranco
Q12724,Canton of Ticino,Q68205,Paradiso
Q12771,Canton of Vaud,Q70248,Paudex
Q12771,Canton of Vaud,Q69525,Payerne
Q12771,Canton of Vaud,Q70659,Penthalaz
Q12771,Canton of Vaud,Q70653,Penthaz
Q12771,Canton of Vaud,Q70645,Penthéréaz
Q11917,Canton of Geneva,Q65516,Perly-Certoux
Q11911,Canton of Berne,Q66455,Perrefitte
Q12771,Canton of Vaud,Q68076,Perroy
Q12724,Canton of Ticino,Q68810,Personico
Q11911,Canton of Berne,Q16269754,Péry-La Heutte
Q11911,Canton of Berne,Q17325677,Petit-Val
Q12746,Canton of St. Gallen,Q66052,Pfäfers
Q11943,Canton of Zürich,Q68269,Pfäffikon
Q12121,Canton of Lucerne,Q14612,Pfaffnau
Q12146,Canton of Basel-Landschaft,Q66549,Pfeffingen
Q11943,Canton of Zürich,Q65119,Pfungen
Q12713,Canton of Thurgau,Q64843,Pfyn
Q12640,Canton of Fribourg,Q67321,Pierrafortscha
Q11911,Canton of Berne,Q67849,Pieterlen
Q12640,Canton of Fribourg,Q67798,Plaffeien
Q11917,Canton of Geneva,Q65273,Plan-les-Ouates
Q12640,Canton of Fribourg,Q67374,Plasselb
Q11911,Canton of Berne,Q15124921,Plateau de Diesse
Q12755,Canton of Jura,Q68515,Pleigne
Q11911,Canton of Berne,Q65748,Pohlern
Q12771,Canton of Vaud,Q70578,Poliez-Pittet
Q12724,Canton of Ticino,Q67750,Pollegio
Q12771,Canton of Vaud,Q70675,Pompaples
Q12771,Canton of Vaud,Q70600,Pomy
Q12640,Canton of Fribourg,Q66903,Pont-en-Ogoz
Q12640,Canton of Fribourg,Q67510,Pont-la-Ville
Q12724,Canton of Ticino,Q67733,Ponte Capriasca
Q12640,Canton of Fribourg,Q67401,Ponthaux
Q11925,Canton of the Grisons,Q69259,Pontresina
Q12755,Canton of Jura,Q68256,Porrentruy
Q11911,Canton of Berne,Q68197,Port
Q834,Canton of Valais,Q70393,Port-Valais
Q12724,Canton of Ticino,Q68808,Porza
Q11925,Canton of the Grisons,Q69503,Poschiavo
Q12771,Canton of Vaud,Q69293,Prangins
Q12724,Canton of Ticino,Q2107912,Prato-Sornico
Q12146,Canton of Basel-Landschaft,Q64679,Pratteln
Q11917,Canton of Geneva,Q69822,Pregny-Chambésy
Q12771,Canton of Vaud,Q70574,Premier
Q11917,Canton of Geneva,Q69839,Presinge
Q12771,Canton of Vaud,Q68711,Préverenges
Q12640,Canton of Fribourg,Q68659,Prévondavaux
Q12771,Canton of Vaud,Q70563,Prévonloup
Q12640,Canton of Fribourg,Q65963837,Prez
Q12771,Canton of Vaud,Q69757,Prilly
Q12771,Canton of Vaud,Q70450,Provence
Q12771,Canton of Vaud,Q70545,Puidoux
Q12771,Canton of Vaud,Q69738,Pully
Q11917,Canton of Geneva,Q69832,Puplinge
Q12724,Canton of Ticino,Q68195,Pura
Q12771,Canton of Vaud,Q137515262,Q137515262
Q12746,Canton of St. Gallen,Q66228,Quarten
Q12724,Canton of Ticino,Q67501,Quinto
Q11911,Canton of Berne,Q67140,Radelfingen
Q11943,Canton of Zürich,Q66457,Rafz
Q12121,Canton of Lucerne,Q7107,Rain
Q12146,Canton of Basel-Landschaft,Q66529,Ramlinsburg
Q12697,Canton of Schaffhausen,Q69182,Ramsen
Q12771,Canton of Vaud,Q70505,Rances
Q834,Canton of Valais,Q67720,Randa
Q12713,Canton of Thurgau,Q65602,Raperswilen
Q11911,Canton of Berne,Q67577,Rapperswil
Q12746,Canton of St. Gallen,Q69729,Rapperswil-Jona
Q834,Canton of Valais,Q69786,Raron
Q12404,Canton of Uri,Q67161,Realp
Q11911,Canton of Berne,Q68570,Rebévelier
Q12746,Canton of St. Gallen,Q17834,Rebstein
Q11929,Canton of Solothurn,Q66849,Recherswil
Q12640,Canton of Fribourg,Q66763,Rechthalten
Q11911,Canton of Berne,Q67249,Reconvilier
Q11943,Canton of Zürich,Q70197,Regensberg
Q11943,Canton of Zürich,Q64205,Regensdorf
Q12079,Canton of Appenzell Ausserrhoden,Q67182,Rehetobel
Q11911,Canton of Berne,Q66378,Reichenbach im Kandertal
Q12433,Canton of Schwyz,Q65862,Reichenburg
Q12121,Canton of Lucerne,Q14614,Reiden
Q12146,Canton of Basel-Landschaft,Q64668,Reigoldswil
Q11972,Canton of Aargau,Q67507,Reinach
Q12146,Canton of Basel-Landschaft,Q69747,Reinach
Q11911,Canton of Berne,Q67836,Reisiswil
Q11972,Canton of Aargau,Q64393,Reitnau
Q11972,Canton of Aargau,Q65580,Rekingen
Q12640,Canton of Fribourg,Q25843,Remaufens
Q11972,Canton of Aargau,Q64500,Remetschwil
Q11972,Canton of Aargau,Q66738,Remigen
Q11911,Canton of Berne,Q517870,Renan
Q12771,Canton of Vaud,Q69745,Renens
Q12771,Canton of Vaud,Q70214,Rennaz
Q12079,Canton of Appenzell Ausserrhoden,Q66204,Reute
Q11911,Canton of Berne,Q66750,Reutigen
Q11925,Canton of the Grisons,Q66030,Rhäzüns
Q11943,Canton of Zürich,Q67534,Rheinau
Q12746,Canton of St. Gallen,Q69595,Rheineck
Q11972,Canton of Aargau,Q269667,Rheinfelden
Q11925,Canton of the Grisons,Q55264136,Rheinwald
Q12640,Canton of Fribourg,Q67741,Riaz
Q11943,Canton of Zürich,Q68227,Richterswil
Q12146,Canton of Basel-Landschaft,Q67942,Rickenbach
Q12121,Canton of Lucerne,Q7144,Rickenbach
Q11929,Canton of Solothurn,Q66833,Rickenbach
Q12713,Canton of Thurgau,Q68440,Rickenbach
Q11943,Canton of Zürich,Q68457,Rickenbach
Q834,Canton of Valais,Q68504,Riddes
Q12640,Canton of Fribourg,Q69938,Ried bei Kerzers
Q834,Canton of Valais,Q67474,Ried-Brig
Q834,Canton of Valais,Q70321,Riederalp
Q11929,Canton of Solothurn,Q66973,Riedholz
Q12172,Canton of Basel-Stadt,Q5262,Riehen
Q12433,Canton of Schwyz,Q66249,Riemenstalden
Q11972,Canton of Aargau,Q66854,Rietheim
Q11943,Canton of Zürich,Q66598,Rifferswil
Q11911,Canton of Berne,Q65618,Riggisberg
Q11911,Canton of Berne,Q66582,Ringgenberg
Q11972,Canton of Aargau,Q66675,Riniken
Q11933,Canton of Zug,Q66604,Risch
Q12724,Canton of Ticino,Q67130,Riva San Vitale
Q12771,Canton of Vaud,Q70515,Rivaz
Q12724,Canton of Ticino,Q28000807,Riviera
Q12771,Canton of Vaud,Q70224,Roche
Q12738,Canton of Neuchâtel,Q70219,Rochefort
Q11911,Canton of Berne,Q68011,Roches
Q12755,Canton of Jura,Q67978,Rocourt
Q11929,Canton of Solothurn,Q66559,Rodersdorf
Q12146,Canton of Basel-Landschaft,Q66806,Roggenburg
Q12121,Canton of Lucerne,Q14616,Roggliswil
Q11911,Canton of Berne,Q68015,Roggwil
Q12713,Canton of Thurgau,Q65577,Roggwil
Q11911,Canton of Berne,Q70268,Rohrbach
Q11911,Canton of Berne,Q67246,Rohrbachgraben
Q12771,Canton of Vaud,Q69570,Rolle
Q12771,Canton of Vaud,Q70671,Romainmôtier-Envy
Q12771,Canton of Vaud,Q70254,Romanel-sur-Lausanne
Q12771,Canton of Vaud,Q70332,Romanel-sur-Morges
Q12713,Canton of Thurgau,Q65125,Romanshorn
Q12121,Canton of Lucerne,Q7111,Römerswil
Q11911,Canton of Berne,Q70281,Romont
Q12640,Canton of Fribourg,Q67103,Romont
Q12121,Canton of Lucerne,Q14557,Romoos
Q12724,Canton of Ticino,Q68336,Ronco sopra Ascona
Q11925,Canton of the Grisons,Q65430,Rongellen
Q12121,Canton of Lucerne,Q14575,Root
Q12771,Canton of Vaud,Q68904,Ropraz
Q11943,Canton of Zürich,Q67909,Rorbas
Q12746,Canton of St. Gallen,Q68250,Rorschach
Q12746,Canton of St. Gallen,Q66269,Rorschacherberg
Q12146,Canton of Basel-Landschaft,Q66368,Röschenz
Q11925,Canton of the Grisons,Q66809,Rossa
Q12755,Canton of Jura,Q68517,Rossemaison
Q12771,Canton of Vaud,Q68831,Rossenges
Q12771,Canton of Vaud,Q67694,Rossinière
Q11911,Canton of Berne,Q65741,Röthenbach im Emmental
Q11925,Canton of the Grisons,Q65366,Rothenbrunnen
Q12121,Canton of Lucerne,Q7083,Rothenburg
Q12146,Canton of Basel-Landschaft,Q66801,Rothenfluh
Q12433,Canton of Schwyz,Q66962,Rothenthurm
Q11972,Canton of Aargau,Q64482,Rothrist
Q11972,Canton of Aargau,Q64433,Rottenschwil
Q12771,Canton of Vaud,Q70000,Rougemont
Q11925,Canton of the Grisons,Q64912,Roveredo
Q12771,Canton of Vaud,Q70685,Rovray
Q11911,Canton of Berne,Q67821,Rubigen
Q11911,Canton of Berne,Q67644,Rüderswil
Q12697,Canton of Schaffhausen,Q66796,Rüdlingen
Q11972,Canton of Aargau,Q64306,Rudolfstetten-Friedlisberg
Q11911,Canton of Berne,Q67556,Rüdtligen-Alchenflüh
Q12640,Canton of Fribourg,Q70188,Rue
Q11911,Canton of Berne,Q66387,Rüeggisberg
Q11911,Canton of Berne,Q67834,Rüegsau
Q12771,Canton of Vaud,Q70641,Rueyres
Q11972,Canton of Aargau,Q66728,Rüfenach
Q11911,Canton of Berne,Q67794,Rumendingen
